UPC,Item Name,Department,Remaining,Sales Price
860001224764,Louisville Vegan Jerky General Tso's 3oz,Packaged_Dry,11,$7.49
850036769903,cherries tart red OG 4oz pouch boxford bakehouse,Packaged_Dry,12,$6.79
850036769880,cashews chocolate covered OG 6oz pouch boxford bakehouse,Packaged_Dry,12,$10.99
879884002116,Blue Mountain  Pistachio Butter Raw Org 16 oz,Packaged_Dry,1,$33.99
810165014619,Yum Earth Elderberry Lollipops 3.3oz Org,Packaged_Dry,9,$6.79
851618001725,vanilla pure extract double strength OG 4oz singing dog,Packaged_Dry,2,$24.99
810091780299,Siete Refried Org Ranchero Beans,Packaged_Dry,8,$3.99
810091780282,Siete Org Charro Beans,Packaged_Dry,9,$3.99
850011828328,Tony's Chocolonely Milk Chocolate  Caramel Cookie 6 oz U,Packaged_Dry,1,$6.59
810057554988,Cadia Pickle Kosher Baby Dills,Packaged_Dry,5,$4.29
810057554971,Cadia Pickle Relish Dill,Packaged_Dry,5,$2.99
810057554964,Cadia Pickle Kosher Dills Spears,Packaged_Dry,10,$4.29
860003300411,all seed everything flats GF 4.8oz ella's,Packaged_Dry,2,$7.99
868335000313,pumpkin seed hemp flats GF 4.8oz ella's,Packaged_Dry,8,$7.99
071879200013,Jennie's Coconut  Bar Chocolate Goji Cranberries Org,Packaged_Dry,5,$2.39
071879200020,Jennie's Coconut  Bar Chocolate w/ Cacao Nibs Org,Packaged_Dry,11,$1.99
716270051658,Chocolove Mini Rich Dark U,Packaged_Dry,2,$2.59
047495210026,fig bar original whole wheat box nature's bakery,Packaged_Dry,5,$6.99
047495117806,fig bar original whole wheat single natures bakery,Packaged_Dry,6,$1.39
073416574601,Lundberg Ready  To Heat Coconut Rice Pilaf Org,Packaged_Dry,4,$4.59
815369016230,Cadia Salsa  Medium 16 oz,Packaged_Dry,5,$5.19
716270051320,Chocolove Mini Milk Chocolate Hazelnut U,Packaged_Dry,14,$2.99
815369016254,Cadia Ketchup 20oz Org,Packaged_Dry,3,$4.59
850036769583,cashews roasted salted OG 8oz pouch boxford bakehouse,Packaged_Dry,15,$10.99
751217901023,Simply Delish Jel Desert Orange,Packaged_Dry,3,$2.99
751217950069,Simply Delish Keto Pudding Strawberry,Packaged_Dry,1,$2.99
815421018004,Jovial  Mac & Cheese White Cheddar Org GF,Packaged_Dry,8,$5.39
815421018035,Jovial  Vegan Mac Org GF K,Packaged_Dry,6,$4.89
850008080098,sunflower lecithin OG,Packaged_Dry,1,$15.99
,Frankferd Farms High Mountain  High Gluten Wheat Flour Org Central Milling (5#) on sale,Packaged_Dry,1,$10.69
829696004518,Wild Planet  Wild Tuna Quinoa Salad,Packaged_Dry,7,$5.99
829696002705,Wild Planet  Wild  Smoked Mackerel,Packaged_Dry,12,$4.99
858010005641,Tony's Chocolonely Dark Chocolate  Almond Sea Salt 6 oz K,Packaged_Dry,17,$6.59
700360002095,northwest mix wild mushrooms dried OG 1oz Mycological,Packaged_Dry,4,$14.59
700360003016,matsutake mushrooms wild dried  .5oz Mycological,Packaged_Dry,2,$5.60
700360002118,shiitake mushrooms dried whole OG 1oz Mycological,Packaged_Dry,1,$5.89
047495210194,fig bar strawberry box nature's bakery,Packaged_Dry,7,$6.99
018787506400,Dr. Bronner's Chocolate Bar Oat Milk Crunchy Hazelnut Butter,Packaged_Dry,6,$5.99
018787506240,Dr. Bronner's Chocolate Bar Oat Milk Creamy Mocha Latte,Packaged_Dry,16,$5.99
018787505199,Dr. Bronner's Chocolate Bar Oat Milk Golden Chai,Packaged_Dry,5,$5.99
858034006266,Maya Kaimal Everyday Chana Chickpeas+  Tomato + Onions,Packaged_Dry,7,$4.99
851618001282,vanilla OG 4oz singing dog,Packaged_Dry,2,$17.99
843364196039,Jasberry Super Food Rice  14 oz GF,Packaged_Dry,2,$5.50
075172076597,Panda Licorice  Chews Strawberry,Packaged_Dry,8,$4.69
863852000075,Swoffle Gluten Free Stroopwafels Dark Chocolate Caramel Org,Packaged_Dry,15,$1.99
859056001918,pistachio meats raw 4 oz boxford bakehouse,Packaged_Dry,4,$10.49
858010005450,Tony's Chocolonely White Chocolate Raspberry Popping Candy 6 oz exp 2/4/26,Packaged_Dry,4,$5.00
850011828427,Tony's Chocolonely Rainbow Tasting Pack 10.16 oz,Packaged_Dry,7,$14.29
042272007684,Amy's Soup Thai Curry,Packaged_Dry,13,$5.79
868335000375,all seed cumin flats GF 4.8oz ella's,Packaged_Dry,4,$7.99
652642000605,Rigoni Nocciolata  Hazelnut Spread  Dairy Free Org,Packaged_Dry,3,$6.49
859392005786,Thunderbird Bar Snickerdoodle Cashew Tahini,Packaged_Dry,16,$2.69
859392005724,Thunderbird Bar Yaupon Matcha Moringa,Packaged_Dry,12,$2.49
859392005816,Thunderbird Bar Chili Pepita Pineapple,Packaged_Dry,11,$2.49
850031990005,Goodles Mac and Cheese  Cheddy Mac,Packaged_Dry,11,$4.89
858847000512,Navitas Maca Powder Org  16 oz,Packaged_Dry,1,$18.19
855596007076,love corn smoked bbq 4oz,Packaged_Dry,10,$3.89
858034006181,Maya Kaimal Sauce Tikka Masala,Packaged_Dry,2,$6.39
736210031083,bean bush royal burgundy OG seeds,Packaged_Dry,5,$3.49
736210030895,pea sugar snap OG seeds,Packaged_Dry,5,$3.49
736210030482,radish cherry belle seeds,Packaged_Dry,5,$3.49
736210020001,celosia chief red flame,Packaged_Dry,5,$2.99
736210020605,zinnia lilliput seeds,Packaged_Dry,5,$3.49
736210013362,nasturtium butterscotch seeds,Packaged_Dry,5,$3.49
850036769231,macadamia raw OG 4oz pouch boxford bakehouse,Packaged_Dry,9,$9.99
077502300044,Jyoti  Saag Paneer 10 oz,Packaged_Dry,4,$4.59
859480006435,Safe Catch Pink Salmon NS added 5 oz U,Packaged_Dry,6,$6.49
859480006411,Safe Catch Pink Salmon  5 oz U,Packaged_Dry,5,$5.79
810165011489,Yum Earth Jelly Beans 4 oz,Packaged_Dry,12,$5.69
8938509147181,Belvie Black Diamond 100% Dark Chocolate,Packaged_Dry,7,$11.49
8938509147010,Belvie 90% Dark  Chocolate Chocolat Noir,Packaged_Dry,14,$11.49
047495800227,strawberry oatmeal crumble box nature's bakery,Packaged_Dry,1,$6.99
,Frankferd Farms Busy Day Bean Soup Mix 1#,Packaged_Dry,1,$3.29
039978022950,Bob's White PopCorn 30 oz,Packaged_Dry,2,$6.99
043182008914,Native Forest Artichoke Hearts Quartered 14 oz,Packaged_Dry,2,$5.69
850031185081,dates degletnoor dried OG 2oz mavuno,Packaged_Dry,5,$4.29
073416578906,Lundberg Brown Rice & Quinoa w/Garlic & Shallots 8oz,Packaged_Dry,6,$4.59
859258007091,Little Caria Syrup Pomegranate Molasses  Org 11.6 oz,Packaged_Dry,9,$9.49
3291854122285,honey turmeric ginger moringa 16oz herb to body,Packaged_Dry,6,$24.99
013562000531,Annie's Cheddar Squares Crackers,Packaged_Dry,4,$6.29
810113070711,sesame seeds tuxedo shaker foods alive,Packaged_Dry,4,$8.49
617928003091,stevia 50pkt stevita,Packaged_Dry,3,$7.49
850011828342,Tony's Chocolonely Milk Chocolate Hazelnut Cookie 6 oz U,Packaged_Dry,6,$6.59
810091780909,Siete Grain Free  Cookies Mexican Vanilla Chocolate Chip,Packaged_Dry,9,$5.39
047495800203,apple oatmeal crumble box nature's bakery,Packaged_Dry,6,$6.99
850023073570,Solely Fruit Gummies Mango Passionfruit Org,Packaged_Dry,6,$3.99
813724021622,Watkins Natural Food Coloring,Packaged_Dry,5,$8.29
870539001003,Lovo Chocolate Bar Hazel Nut Milk,Packaged_Dry,1,$4.49
899587003029,Raw Revolution Peanut Butter Dark Chocolate & Sea Salt,Packaged_Dry,4,$2.89
819019020233,Olyra Breakfast  Biscuits Dark Chocolate Sandwich Org,Packaged_Dry,4,$5.49
829696001951,Wild Planet Skipjack  Tuna w/Olive Oil,Packaged_Dry,9,$3.19
815369014861,Cadia Honey Stick Org Raw,Packaged_Dry,94,$0.39
,Frankferd Farms Flakes Spelt 1#,Packaged_Dry,2,$4.59
3433764142896,sea moss purple Irish 4oz herb to body,Packaged_Dry,3,$19.99
3433764122195,sea moss Irish powder 4oz herb to body,Packaged_Dry,3,$13.49
711464019759,Blue Dragon Egg Noodle Nests,Packaged_Dry,4,$5.49
697658692239,Manitoba Harvest Granola  Hemp Blueberry Org,Packaged_Dry,2,$7.99
859480006404,Safe Catch  Wild Yellow fin Tuna,Packaged_Dry,4,$4.99
851844005061,xylichew fruit gum 12pcs,Packaged_Dry,15,$1.99
628451868279,Chickapea Spaghetti Org 8 oz,Packaged_Dry,3,$5.29
859056001307,apricots OG 4oz pouch boxford bakehouse,Packaged_Dry,9,$6.39
858847000420,Navitas Hemp Protein Powder  Org  12 oz,Packaged_Dry,6,$13.89
815369017237,Cadia Seasoned Black Bean Org,Packaged_Dry,8,$2.29
860251002662,Pleather Tequila Lime Vegan Jerky,Packaged_Dry,8,$6.29
022929428017,Suzie's Saltine Crackers,Packaged_Dry,12,$6.49
751217900934,Simply Delish Jel Desert Raspberry,Packaged_Dry,6,$2.99
815369010351,Cadia Apple Sauce Gravenstein Org 24oz,Packaged_Dry,7,$5.69
893809147198,Belvie  85% Dark  Chocolate Black Pearl of the Mekong,Packaged_Dry,4,$11.49
042272030033,Amy's Soup Pasta Fagioli,Packaged_Dry,10,$5.39
042272030040,Amy's Soup Vegetable Jambalaya,Packaged_Dry,13,$5.99
860002228501,Green Belly Hot Sauce,Packaged_Dry,7,$7.19
860002228549,Yellow Belly Hot Sauce,Packaged_Dry,6,$7.19
815421011340,Jovial GF Brown Rice Mafalda U,Packaged_Dry,6,$6.59
850064476071,Mary's Gone Crackers Superseed Seaweed & Black Sesame Seeds 4 oz,Packaged_Dry,3,$5.99
088702108330,Bonne Maman Apricot Fruit Spread  U exp 1/21/26,Packaged_Dry,2,$6.40
012511201821,Wholesome Sweeteners Blue Agave Syrup Org Raw Regenerative 18.5oz,Packaged_Dry,6,$5.79
024182000825,quiet moon snack 4oz Eden,Packaged_Dry,5,$5.49
042272030095,Amy's Chili Three Bean Vegetable Org,Packaged_Dry,3,$5.99
850031990098,Goodles Mac and Cheese  Down the Hatch,Packaged_Dry,15,$4.99
853325005638,Maya Kaimal Vegetable Tikka Masala,Packaged_Dry,6,$4.99
853325005614,Maya Kaimal Korma Vegetable Curry,Packaged_Dry,5,$4.99
898392004139,Wildly Organic Red Palm Oil,Packaged_Dry,2,$8.29
874492005863,Theo Chocolate Dark 70%  Peppermint Crunch,Packaged_Dry,1,$4.99
874492006655,Theo 45% Milk Chocolate Sweet Vanilla,Packaged_Dry,6,$4.99
874492005887,Theo  Bar Dark Chocolate 55% Nutcracker Brittle,Packaged_Dry,3,$4.99
855140002144,Purely Elizabeth  Cranberry Pecan Granola GF,Packaged_Dry,1,$9.39
810589031988,Purely Elizabeth  Double Chocolate Cookie Granola GF,Packaged_Dry,5,$9.39
859056001376,cranberries OG 4oz pouch boxford bakehouse,Packaged_Dry,11,$5.39
850047450029,7th Heaven Chocolate Bar Oat Milk  Hazelnut Cream,Packaged_Dry,7,$6.29
073416587304,Lundberg Rice White  Turmeric & Ginger,Packaged_Dry,7,$5.19
860005793136,Let's Date Date Paste 14.1 oz Org,Packaged_Dry,8,$6.99
078314406009,Madhava's Toasted Sesame Oil 8.45 oz.,Packaged_Dry,4,$9.49
810906020794,Ice Chips candy cane,Packaged_Dry,5,$5.99
194261010165,Pure Anatolia  Org Sundried Tomatoes  Halves 3.17 oz,Packaged_Dry,3,$6.79
850064476002,Mary's Gone Crackers  Original 4 oz,Packaged_Dry,2,$5.39
899587003005,Raw Revolution Peanut Butter & Sea Salt,Packaged_Dry,3,$2.69
860010614228,Peak Protein Bar Almond Butter Amaretti,Packaged_Dry,7,$3.19
860010614204,Peak Protein Bar Chocolate Peanut  Butter Crunch,Packaged_Dry,7,$3.19
627733009010,apricot seed organic traditions,Packaged_Dry,2,$14.49
627733009300,energy bite mix organic traditions,Packaged_Dry,4,$4.90
039047010208,Walkers Shortbread  Rounds GF,Packaged_Dry,7,$6.59
071012075089,King Arthur  Fudge Brownie Mix GF,Packaged_Dry,6,$8.49
851618001145,vanilla with whole beanOG 5oz singing dog,Packaged_Dry,6,$24.99
639713990317,Evolution Salt Himalayan Salt Shaker,Packaged_Dry,12,$2.99
787420501255,Sjaaks Dark Chocolate Peanut Butter Tree,Packaged_Dry,1,$8.29
856053002573,peanut Mexican chocolate 3.5 oz Q's nuts,Packaged_Dry,24,$2.99
837328001026,Hakubaku  Soba Noodles Org,Packaged_Dry,7,$4.89
078314211702,Madhava's Agave Nectar Amber 17 oz.,Packaged_Dry,3,$6.49
874492006686,Theo Milk Chocolate  Creme Brulee,Packaged_Dry,1,$4.69
850031185548,macadamia nuts roasted salted OG mavuno,Packaged_Dry,3,$6.99
860001199062,Auga Soup Three Lentil  Org,Packaged_Dry,1,$5.69
4018722344698,Berlin Alb Gold Spaghetti Whole spelt Org,Packaged_Dry,3,$7.59
,honey creamed chocolate 16oz jar wehrloom,Packaged_Dry,2,$19.99
,mushrooms wild porcini dried 2oz mikuni,Packaged_Dry,9,$11.50
,mushrooms wild lobster dried 2oz mikuni,Packaged_Dry,6,$11.69
,mushrooms black trumpet dried 2oz mikuni,Packaged_Dry,5,$11.69
,mushrooms wild  morel dried 2oz mikuni,Packaged_Dry,2,$26.99
891551000041,maple cinnamon sprouted crisps OG 8oz foods alive,Packaged_Dry,5,$6.99
039978002181,Bob's  Whey Protein Concentrate,Packaged_Dry,2,$17.99
819019020271,Olyra Breakfast  Biscuits Hazelnut Cocoa Sandwich Org,Packaged_Dry,5,$5.49
850047450036,7th Heaven Chocolate Bar Oat Milk  Caramel & Sea Salt,Packaged_Dry,9,$6.29
850047450203,7th Heaven  Oat Milk  Peanut Butter Cups,Packaged_Dry,15,$3.19
810165011472,Yum Earth Gummy Fruits Easter 4 oz Org,Packaged_Dry,6,$5.39
736210002038,onion red flat OG seeds,Packaged_Dry,4,$2.69
736210002915,onion sweet spanish OG seeds,Packaged_Dry,4,$2.69
736210002014,parsnip all American seeds,Packaged_Dry,5,$2.69
628451868644,Chickapea Pasta Dish Pepper & Parmesan,Packaged_Dry,4,$4.99
851618001039,vanilla pure 2oz singing dog,Packaged_Dry,1,$7.29
815369014212,Cadia Organic  Honey Raw 12 oz,Packaged_Dry,8,$8.99
812603018135,Tcho Chocolate Dark Duo 2.5 oz,Packaged_Dry,8,$5.49
024182157086,Eden Spicy Nori Strips,Packaged_Dry,1,$8.19
860003300404,all seed spicy flats GF 4.8oz ella's,Packaged_Dry,1,$7.99
860011225850,sweet minis GF 4oz ella's,Packaged_Dry,10,$7.99
860011225812,everything minis GF 4oz ella's,Packaged_Dry,12,$7.99
860011225805,sesame minis GF 4oz ella's,Packaged_Dry,2,$7.99
851278001721,Zellie's Gum Cherry Berry w/xylitol 100 pcs,Packaged_Dry,12,$13.49
720379001759,fig bar strawberry oat 5 pieces made in nature,Packaged_Dry,1,$5.99
3291854102744,lion's mane powder 4oz herb to body,Packaged_Dry,5,$19.99
073416587809,Lundberg  Chili Crisp Jasmine Rice,Packaged_Dry,3,$4.59
860011175056,Natural Catch  Wild Yellow Fin Tuna Filets,Packaged_Dry,14,$6.49
860011175063,Natural Catch  Wild Albacore Tuna Filets,Packaged_Dry,7,$5.99
856053002887,pecan maple bourbon 1.8 oz Q's nuts,Packaged_Dry,13,$2.99
856053002351,cashew rosemary sea salt 2.25 oz Q's nuts,Packaged_Dry,17,$2.99
810165014626,Yum Earth Antioxidant Pops Org,Packaged_Dry,7,$6.49
042563008048,coconut shreds 7oz woodstock,Packaged_Dry,6,$3.99
700360006222,lion's mane mushrooms dried sliced OG .65oz Mycological,Packaged_Dry,4,$5.39
708953622040,Lotus Foods Ramen Wide White Rice 4 Pack K,Packaged_Dry,2,$7.49
,cherries dark chocolate OG 4 oz Next,Packaged_Dry,5,$6.59
837328001002,Hakubaku  Udon Noodles Org,Packaged_Dry,7,$4.99
042563019013,Woodstock Org  Capers 3.5oz,Packaged_Dry,10,$3.49
897988012831,Heavenly Organics Cardamon Raw Honey 12oz. Org,Packaged_Dry,8,$9.99
859056001895,currants OG 4oz pouch boxford bakehouse,Packaged_Dry,14,$4.59
095705136956,pistachios hot honey no shell OG 5oz Nichols Farms,Packaged_Dry,2,$7.99
095705135614,pistachios sea salt roasted no shell OG 6oz Nichols Farms,Packaged_Dry,2,$8.99
095705133528,pistachios sea salt roasted in shell OG 16oz Nichols Farms,Packaged_Dry,15,$9.99
722252069504,Clif Protein  Bar Chocolate Peanut Butter,Packaged_Dry,5,$2.99
722252069528,Clif Protein  Bar Almond Salted Caramel,Packaged_Dry,3,$2.99
686352605546,Baby Mum Mum Teething Biscuit  Banana,Packaged_Dry,6,$1.59
850043074229,Hu Chocolate Bar Simple Milk 1 oz U,Packaged_Dry,12,$3.79
850043074212,Hu Chocolate Bar Salty Dark 1 oz U,Packaged_Dry,14,$3.79
860004946519,Otto's Naturals Ultimate Cookie  Mix,Packaged_Dry,5,$9.39
088702108347,Bonne Maman Strawberry Fruit Spread  U,Packaged_Dry,7,$6.99
850043074298,Hu Chocolate Hazelnut  Butter  Bites,Packaged_Dry,6,$8.49
073416590007,Lundberg  Spanish Rice,Packaged_Dry,6,$4.59
850019542493,D'Vash Fiber Bar Pecan Cacao,Packaged_Dry,6,$1.99
734027905139,Ginger People Ginger Lemon Chews 3oz,Packaged_Dry,7,$4.19
039278040586,ginger lychee chews prince of peace 4oz,Packaged_Dry,9,$3.59
850000398429,everything bagel seasoning OG shaker,Packaged_Dry,1,$6.99
711464506747,Al Fez Falafel Mix,Packaged_Dry,1,$3.69
799210620008,Bionaturae Sourdough Spaghetti Org K,Packaged_Dry,8,$4.59
6111250310383,Atlas Organic Olive Oil 1 Liter,Packaged_Dry,10,$24.99
5060685660505,FireTree 100% Cocoa Bar 2.47 oz,Packaged_Dry,13,$5.89
5060685660529,FireTree 40% Cocoa Milk Chocolate Bar 2.47 oz,Packaged_Dry,1,$5.89
5060685660499,FireTree Cocoa Oat Chocolate Bar 2.47 oz,Packaged_Dry,10,$5.89
720379001841,fruit puffs strawberry OG .9oz made in nature,Packaged_Dry,3,$3.50
720379001858,fruit puffs melon OG 1.1oz made in nature,Packaged_Dry,6,$3.50
720379001865,fruit puffs apple OG 1.4oz made in nature,Packaged_Dry,4,$3.50
891551000027,tomato and herb sprouted crisps OG 8oz foods alive,Packaged_Dry,7,$6.99
815421011357,Jovial  Brown Rice Stelline GF K,Packaged_Dry,5,$4.99
628451529781,Glutenull  Cookie Buckwheat Chocolate,Packaged_Dry,14,$7.59
024182011043,Eden Sauerkraut Org 18 oz,Packaged_Dry,12,$5.99
081014111739,Maeve   Chocolate Bar Kettle Chips,Packaged_Dry,1,$5.79
081014111746,Maeve   Chocolate Bar Lemon Twister,Packaged_Dry,1,$5.79
850036769064,brazil nuts raw 4oz boxford bakehouse,Packaged_Dry,8,$6.99
3291854112958,soursop leaves herb to body,Packaged_Dry,8,$10.99
893869005435,cashew nut mix glazed honey cinnamon 1.5oz sahale,Packaged_Dry,1,$1.50
042563008413,almonds roasted salted OG 7oz woodstock,Packaged_Dry,4,$9.99
868335000344,ella's all seed caraway rye flats GF 4.8oz,Packaged_Dry,8,$7.99
813551001026,Koyo Udon Fine  Org,Packaged_Dry,2,$2.39
716270001394,"Chocolove Pecans, Cookies & Sea Salt  3.2 oz",Packaged_Dry,14,$4.79
716270001578,Chocolove Walnuts & Sea Salt  3.2 oz,Packaged_Dry,19,$4.79
716270001387,Chocolove Pistachios & Sea Salt  3.2 oz,Packaged_Dry,10,$4.79
074908370046,Delgrosso Pasta Sauce Marinara Org,Packaged_Dry,8,$4.99
,honey sourwood 8oz jar wehrloom,Packaged_Dry,6,$11.99
842515006722,apricots dried organic portion packs bag of 5 sunny fruit,Packaged_Dry,6,$7.99
842515010125,figs smyrna dried organic portion packs bag of 5 sunny fruit,Packaged_Dry,5,$5.99
842515008528,mangoes dried organic portion packs bag of 5 sunny fruit,Packaged_Dry,12,$4.99
733739069009,stevia chai 2oz NOW FOODS,Packaged_Dry,1,$11.59
627733007306,apricots organic traditions,Packaged_Dry,5,$7.99
813616020405,Felicia Buckwheat Rigatoni,Packaged_Dry,6,$5.59
813616020382,Felicia Red Lentil Penne GF Org,Packaged_Dry,4,$5.59
,Guyette CREAMED Honey REGULAR,Packaged_Dry,1,$9.99
,Guyette CREAMED Honey CHOCOLATE,Packaged_Dry,3,$9.99
,Gueyette Creamed Honey CINNAMON,Packaged_Dry,2,$9.99
,Guyette CREAMED Honey CINNAMON,Packaged_Dry,2,$9.99
850052040109,pecans brown butter rum  3oz evie's,Packaged_Dry,5,$6.99
850052040147,pecans salty & sweet  3oz evie's,Packaged_Dry,14,$6.99
850052040130,pecans banana bread  3oz evie's,Packaged_Dry,12,$6.99
011206000343,Edward & Sons  Rice Snaps Tamari Sesame U,Packaged_Dry,7,$4.19
095705135522,pistachios sea salt roasted no shell OG 2oz Nichols Farms,Packaged_Dry,5,$3.59
683855060131,Timeless Semi Pearled Farro 16 oz,Packaged_Dry,11,$5.79
3433764142124,tongkat ali powder 4oz herb to body,Packaged_Dry,1,$18.99
850012460015,peanut flaming 3.25 oz Q's nuts,Packaged_Dry,18,$2.99
856053002337,cashews flaming 3.25 oz Q's nuts,Packaged_Dry,21,$2.99
850012460480,almond cashew chocolate raspberry mix 4.5 oz Q's nuts,Packaged_Dry,10,$7.99
856053002696,cashew basil sage 4.5 oz Q's nuts,Packaged_Dry,7,$7.99
042563019006,Woodstock Org Roasted Red Peppers,Packaged_Dry,8,$7.49
860006584146,granola sweet curry  no oat 10oz  for good,Packaged_Dry,3,$10.39
860006584115,granola smoky pineapple  no oat 10oz  for good,Packaged_Dry,3,$10.39
860006584139,granola chocolate chili cherry no oat 10oz  for good,Packaged_Dry,2,$10.39
070258024035,Plantation Blackstrap Molasses 15 oz.,Packaged_Dry,11,$6.99
070718000760,Bar Harbor Clam Chowder,Packaged_Dry,3,$6.99
891551000935,Foods Alive  Power 4 Protein Powder  8 oz,Packaged_Dry,4,$8.99
897988000463,Heavenly Organics White Himalayan Raw Honey 22oz.,Packaged_Dry,10,$13.69
098308243885,Better Than Bouillon Organic  Beef Base Pho 8 oz,Packaged_Dry,5,$9.79
085164000004,Garofalo  Capellini 16 oz,Packaged_Dry,9,$3.29
850020805556,Rawmio Chocolate Bar Oat Milk 50%,Packaged_Dry,9,$5.99
850020805815,Rawmio Chocolate Bar Coconut Milk 45%,Packaged_Dry,7,$5.99
850020805600,Rawmio Chocolate Bar Dark Vanilla Bean 70%,Packaged_Dry,12,$5.99
850020805778,Rawmio Chocolate Bar Dark Date 65%,Packaged_Dry,4,$5.99
042515020180,Lewis Labs Nutritional Yeast Flakes,Packaged_Dry,3,$29.99
3291854192493,honey mushroom 16oz herb to body,Packaged_Dry,1,$26.99
810057556173,Cadia Rice Arborio White 16 oz Org,Packaged_Dry,2,$4.99
860000161619,Pizza Girl Vodka Pasta Sauce Org,Packaged_Dry,1,$10.99
812603019002,Tcho Chocolate Perfect  Matcha 8oz,Packaged_Dry,11,$4.99
856293003668,Tree Hugger Bubblegum Filled Pops,Packaged_Dry,21,$0.49
842515007194,figs walnut balls sunny fruit,Packaged_Dry,3,$6.49
842515006821,dates dried organic portion packs bag of 5 sunny fruit,Packaged_Dry,7,$5.99
726635121131,YS Organic  Honey Raw 48oz,Packaged_Dry,5,$19.89
726635121124,YS Organic  Honey Raw 22 oz #12B,Packaged_Dry,3,$10.49
850064476194,Mary's Gone Crackers  Original 7 oz U,Packaged_Dry,7,$8.49
819019021155,Olyra Bites Dates & Honey Org,Packaged_Dry,6,$5.69
898392000124,Wildly Organic Coconut Milk Powder 16 oz,Packaged_Dry,4,$11.99
810165019867,Yum Earth Halloween Variety Bag 50 Pack Org,Packaged_Dry,3,$27.99
081014071019,Maeve Blackberry Bramble Chocolate Bon Bon,Packaged_Dry,1,$10.99
081014071071,Maeve Pink Bubbly Chocolate Bon Bon,Packaged_Dry,5,$10.99
874492006204,Theo Chocolate Hazel Nut Crisp 1.7oz,Packaged_Dry,4,$4.99
810183100141,Eatiful Black Bean Soup Org,Packaged_Dry,4,$4.29
810183100127,Eatiful Potao Leek Soup Org,Packaged_Dry,2,$4.29
628451529989,Glutenull  Cookie  Chocolate Goji Berry,Packaged_Dry,1,$5.99
810079450800,Little Secrets Chocolate Party Pack 25 Bars,Packaged_Dry,2,$21.99
817670012543,Alter Eco Holiday  Assorted  Truffles Bag,Packaged_Dry,1,$5.99
042272005048,Amy's Soup  Black Bean,Packaged_Dry,6,$5.69
850711006187,Emmy's Peanut Butter Cookies Org,Packaged_Dry,12,$5.79
047495710618,fig bar blueberry GF box nature's bakery,Packaged_Dry,2,$7.99
856261006974,Solely Fruit Gummies Mango Guava Org  .7 oz,Packaged_Dry,1,$1.19
858010005955,Tony's Chocolonely Mini Dark Chocolate,Packaged_Dry,3,$0.59
850032676601,Tony's Chocolonely Dark Milk Chocolate Pretzel Toffee 1.7 oz,Packaged_Dry,2,$1.99
628451868613,Chickapea Pasta Dish Creamy Garlic,Packaged_Dry,4,$4.99
810001560768,Birchbender Pancake & Waffle Mix Sweet Potato  GF,Packaged_Dry,6,$6.99
856017003370,Birchbender Pancake & Waffle Mix   GF Org,Packaged_Dry,6,$6.99
089125120077,Ancient Harvest Quinoa White Org  27 oz,Packaged_Dry,4,$11.99
089125180002,Ancient Harvest Quinoa Harmony Org 14.4 oz,Packaged_Dry,10,$8.99
093709304104,Pamela's GF Pancake & Baking Mix 4 lb.,Packaged_Dry,3,$10.99
733739070142,nuts about berriesOG 8oz NOW FOODS,Packaged_Dry,4,$7.99
089836183187,Aleppo Chili Pepper Crushed Non GMO Frontier,Packaged_Dry,1,$5.99
850036769194,hazelnuts raw OG 8oz pouch boxford bakehouse,Packaged_Dry,4,$8.69
850036769255,pecans raw OG 8oz pouch boxford bakehouse,Packaged_Dry,4,$11.99
810091780442,Siete  Chamoy Botana Sauce 10 oz,Packaged_Dry,5,$6.99
810091780411,Siete  Traditional Botana Sauce 8.5  oz,Packaged_Dry,4,$6.99
819019020660,Olyra Bites Baked Apple Cinnamon Org,Packaged_Dry,3,$5.69
819019021056,Olyra Breakfast  Biscuits Vanilla Sandwich Org,Packaged_Dry,8,$5.49
817108021222,The Foraging Fox Ketchup 10.5 oz,Packaged_Dry,5,$8.49
817108021055,The Foraging Fox Mayo Smoked Garlic 9.2 oz,Packaged_Dry,6,$3.00
817108021062,The Foraging Fox Mayo Smoked Jalapeno 9.2 oz,Packaged_Dry,6,$9.99
817108021048,The Foraging Fox Mayo Avocado & Lemon 9.2 oz,Packaged_Dry,6,$9.99
897988000579,Heavenly Organics Espresso Honey Pattie,Packaged_Dry,21,$0.49
068656018213,Grain Zero Granola Bites Cranberry,Packaged_Dry,2,$3.99
850018464932,almonds raw Italian OG 26oz rawguru,Packaged_Dry,10,$15.99
850018464840,hemp seed butter OG 8oz dastony,Packaged_Dry,4,$13.99
850018464345,cherries dark chocolate cocoa dusted 2oz rawmio,Packaged_Dry,9,$5.49
850018464406,goji berries dark chocolate cocoa dusted 2oz rawmio,Packaged_Dry,13,$4.99
850018464314,macadamia dark chocolate cocoa dusted 2oz rawmio,Packaged_Dry,5,$5.49
850018464376,almonds sprouted dark chocolate cocoa dusted OG 2oz rawmio,Packaged_Dry,13,$5.49
733739069160,monk fruit OG 2oz now foods,Packaged_Dry,2,$10.99
810001561574,Birchbender Pancake & Waffle Mix   Ube Mochi GF,Packaged_Dry,6,$6.99
856017003387,Birchbender Pancake & Waffle Mix   Complete  Org,Packaged_Dry,6,$5.99
